budget,accuracy_D,failures_D,accuracy_E,failures_E,accuracy_F,failures_F
50,0.78,11,0.74,13,0.68,16
50,0.68,16,0.86,7,0.62,19
50,0.8,10,0.76,12,0.66,17
50,0.76,12,0.72,14,0.76,12
50,0.72,14,0.8,10,0.7,15
50,0.7,15,0.8,10,0.62,19
50,0.82,9,0.86,7,0.76,12
50,0.62,19,0.84,8,0.62,19
50,0.74,13,0.78,11,0.68,16
50,0.66,17,0.76,12,0.68,16
50,0.76,12,0.84,8,0.64,18
50,0.68,16,0.74,13,0.56,22
50,0.68,16,0.76,12,0.58,21
50,0.64,18,0.68,16,0.64,18
50,0.68,16,0.7,15,0.68,16
50,0.74,13,0.66,17,0.6,20
50,0.7,15,0.78,11,0.64,18
50,0.76,12,0.74,13,0.64,18
50,0.78,11,0.74,13,0.66,17
50,0.74,13,0.78,11,0.66,17
50,0.66,17,0.82,9,0.72,14
50,0.84,8,0.86,7,0.7,15
50,0.66,17,0.72,14,0.76,12
50,0.64,18,0.8,10,0.64,18
50,0.66,17,0.8,10,0.66,17
50,0.7,15,0.94,3,0.7,15
50,0.66,17,0.84,8,0.7,15
50,0.68,16,0.72,14,0.68,16
50,0.72,14,0.78,11,0.6,20
50,0.76,12,0.66,17,0.68,16
100,0.77,23,0.79,21,0.65,35
100,0.73,27,0.81,19,0.62,38
100,0.75,25,0.77,23,0.67,33
100,0.74,26,0.76,24,0.69,31
100,0.75,25,0.8,20,0.64,36
100,0.76,24,0.77,23,0.61,39
100,0.75,25,0.78,22,0.71,29
100,0.64,36,0.84,16,0.65,35
100,0.72,28,0.8,20,0.66,34
100,0.71,29,0.81,19,0.67,33
100,0.77,23,0.79,21,0.63,37
100,0.68,32,0.78,22,0.57,43
100,0.69,31,0.73,27,0.63,37
100,0.7,30,0.74,26,0.64,36
100,0.62,38,0.74,26,0.64,36
100,0.73,27,0.67,33,0.62,38
100,0.71,29,0.77,23,0.63,37
100,0.75,25,0.79,21,0.68,32
100,0.78,22,0.8,20,0.57,43
100,0.74,26,0.8,20,0.69,31
100,0.68,32,0.84,16,0.73,27
100,0.72,28,0.86,14,0.68,32
100,0.67,33,0.8,20,0.69,31
100,0.72,28,0.77,23,0.66,34
100,0.7,30,0.76,24,0.7,30
100,0.74,26,0.9,10,0.7,30
