ID,outcome,SUT,confidence,dsa,lsa,uniform
0.0,Fail,5,0.6732247471809387,0.4253696439691923,0.021736480473104128,1
1.0,Pass,0,0.9991450309753418,0.1984923927202471,0.012422750629540902,1
2.0,Pass,8,0.9999206066131592,0.22017301955730606,0.015046920388781623,1
3.0,Pass,6,0.995735764503479,0.25150038466527014,0.016877342954633848,1
4.0,Fail,9,0.9998096823692322,0.22830967909335492,0.02059776659296292,1
5.0,Pass,5,0.9983742237091064,0.2569335542084341,0.013890846955813468,1
6.0,Pass,1,0.9993276596069336,0.36016551275826425,0.024381815732866144,1
7.0,Pass,1,1,0.19032580694402185,0.020714101110628533,1
8.0,Pass,0,0.9988283514976501,0.29017806702907467,0.02329726945029921,1
9.0,Pass,0,0.9067842960357666,0.28446018848024623,0.03875170986199136,1
10.0,Fail,4,0.8203047513961792,0.3752931452226036,0.0453558780151313,1
11.0,Pass,9,0.9999439716339111,0.31877011478466727,0.06615659998794565,1
12.0,Pass,6,0.9999773502349854,0.15881298436955427,0.017124366238742125,1
13.0,Pass,1,0.9895862936973572,0.30727738966354223,0.026385155287630496,1
14.0,Pass,0,0.9272698760032654,0.3539375442317533,0.04814270078334659,1
15.0,Pass,7,0.9995444416999817,0.21028169245376588,0.015832897220738468,1
16.0,Pass,9,0.9815364480018616,0.3665492747344555,0.020363407213531498,1
17.0,Pass,1,0.7830826640129089,0.5581526666328618,0.035835723939218495,1
18.0,Pass,2,0.9999097585678101,0.17164439248634383,0.021407323264173106,1
19.0,Fail,8,0.7593705058097839,0.4963078132430857,0.04206316252820139,1
20.0,Pass,7,0.9561573266983032,0.2999037017513538,0.048309224769522346,1
21.0,Fail,8,0.8344194293022156,0.39820632015314633,0.05600998354225442,1
22.0,Pass,1,0.9020000100135803,0.4611657866833345,0.031779564765874305,1
23.0,Pass,3,0.9998618364334106,0.27221750456916,0.03897252773930637,1
24.0,Pass,5,0.9548280835151672,0.4401907045557998,0.03658047698030506,1
25.0,Fail,9,0.9331744909286499,0.37333836845875246,0.04082639146276962,1
26.0,Pass,1,0.999994158744812,0.23819422116763278,0.025374234713321925,1
27.0,Pass,0,0.6763107776641846,0.3493996707720246,0.027547358529794827,1
28.0,Pass,5,0.9466451406478882,0.32659984188587365,0.01271256008274331,1
29.0,Fail,5,0.8919814825057983,0.4122461845928506,0.01757577598477951,1
30.0,Fail,5,0.9355599880218506,0.360110380298268,0.01971209496549102,1
31.0,Pass,2,0.993094801902771,0.3679933059622412,0.031589131838626744,1
32.0,Pass,9,0.951735258102417,0.4180252267387974,0.039879889915899386,1
33.0,Pass,7,0.9999924898147583,0.28355561624569386,0.031883571329801644,1
34.0,Pass,7,0.9827647805213928,0.4150784262521239,0.039389780712283384,1
35.0,Fail,4,0.5292795300483704,0.3727989422434382,0.035983234197171254,1
36.0,Pass,3,0.8053504824638367,0.4299839555363594,0.03231818442887016,1
37.0,Fail,4,0.856399416923523,0.41605478212959657,0.047123234571032735,1
38.0,Pass,9,0.568986177444458,0.4473965695219829,0.04527041737221915,1
39.0,Fail,3,0.8624441623687744,0.40813740687260536,0.032932026057186176,1
40.0,Fail,9,0.8905131220817566,0.5340106802916174,0.0944502974555832,1
41.0,Pass,9,0.9999834299087524,0.2603140065653517,0.03803416426979511,1
42.0,Pass,7,0.9995864033699036,0.3153902852082134,0.03460762744804555,1
43.0,Pass,0,0.8793280124664307,0.21893598088889982,0.0223924615055318,1
44.0,Pass,0,0.9935610294342041,0.35714919030509135,0.04069773649248079,1
45.0,Pass,7,0.9998910427093506,0.29087508947962204,0.01983176330540623,1
46.0,Pass,1,0.9471758604049683,0.4709693672973324,0.041171192878046076,1
47.0,Fail,7,0.6196593642234802,0.4457055566734648,0.032231395033469834,1
48.0,Fail,5,0.984859049320221,0.3706039361101978,0.02225919846857112,1
49.0,Pass,6,0.9992823004722595,0.18732192371116324,0.01948227640028631,1
50.0,Pass,1,0.9998806715011597,0.28285154654253103,0.023207268319563434,1
51.0,Pass,7,0.9954728484153748,0.22668756543087248,0.02036997238173624,1
52.0,Pass,4,0.8911415934562683,0.5609822532806846,0.04389431260737797,1
53.0,Pass,1,0.999670147895813,0.3769709485697077,0.031891056968447865,1
54.0,Pass,6,0.9588008522987366,0.29825697187159594,0.020716017507348167,1
55.0,Fail,0,0.41210219264030457,0.6004563735237932,0.053709376106918255,1
56.0,Pass,9,1,0.1754566447610741,0.01978967523116769,1
57.0,Pass,4,0.9826974272727966,0.3486322085732418,0.02738198560542275,1
58.0,Pass,0,0.42252790927886963,0.4684129518276362,0.06665548001859123,1
59.0,Pass,4,0.9563307166099548,0.45730779282244205,0.051592220003790434,1
60.0,Pass,9,0.9995830655097961,0.35849128220434656,0.038609938802603855,1
61.0,Fail,4,0.587434709072113,0.46576351262341587,0.04608337053672951,1
62.0,Pass,7,0.9943029880523682,0.3969618081191758,0.051087856810895116,1
63.0,Pass,2,0.7357415556907654,0.4830640916814132,0.04618578523295988,1
64.0,Fail,5,0.9941331744194031,0.4104718174959552,0.02707860757737575,1
65.0,Pass,3,0.9825109839439392,0.3022316551246327,0.038841000384023855,1
66.0,Pass,0,0.968100905418396,0.35260558070951287,0.02509713127255568,1
67.0,Pass,8,0.9988672733306885,0.2777767379893428,0.030275651177383844,1
68.0,Pass,1,0.9988445043563843,0.3484795618037991,0.03569313729647389,1
69.0,Pass,5,0.5427932739257812,0.5287797177316382,0.048819068702075114,1
70.0,Pass,0,0.98939448595047,0.4252003787947448,0.040315682260123414,1
71.0,Pass,8,0.9999985694885254,0.18254875395887615,0.018486528543002936,1
72.0,Pass,8,0.9852838516235352,0.24444395423245374,0.026924187307311817,1
73.0,Fail,3,0.44480326771736145,0.5883354923602374,0.07168434239494628,1
74.0,Pass,0,0.9984003901481628,0.30391906240204525,0.02832762743111364,1
75.0,Pass,6,0.6082481145858765,0.41658011383967986,0.03974867632678672,1
76.0,Pass,3,0.6964961886405945,0.5123455246323932,0.04475305401047247,1
77.0,Pass,9,0.9849020838737488,0.30210542735801815,0.05615997080539134,1
78.0,Pass,1,0.9955417513847351,0.38911641317261975,0.03293091942836007,1
79.0,Pass,8,0.8132895231246948,0.43590705663693374,0.04706081541502269,1
80.0,Pass,0,0.8696514368057251,0.43911342546529,0.035955589577449515,1
81.0,Pass,0,0.9721165895462036,0.2953797261293411,0.04346481597646723,1
82.0,Pass,3,0.9327552914619446,0.3610952912126365,0.02048825147193889,1
83.0,Pass,3,0.9578215479850769,0.3256010003558699,0.024579980218211284,1
84.0,Pass,0,0.9780464768409729,0.3988563718455637,0.05791571919502528,1
85.0,Pass,7,0.9942242503166199,0.24179631781378624,0.023573579243633902,1
86.0,Pass,3,0.976892352104187,0.35347527723809846,0.023866319866353847,1
87.0,Pass,3,0.6281379461288452,0.40874114336527556,0.025295898021090224,1
88.0,Fail,3,0.4768737554550171,0.5002033378213954,0.09545309554576087,1
89.0,Pass,8,0.9990461468696594,0.2806216974812431,0.013878486859746547,1
90.0,Pass,5,0.9640898108482361,0.4145699751703985,0.03311995921720998,1
91.0,Pass,6,0.9801936745643616,0.3684352834239474,0.016690015204676917,1
92.0,Pass,0,0.9892951846122742,0.3587179742931303,0.03573051643017869,1
93.0,Pass,0,0.99791020154953,0.22039777774886038,0.02222357770210208,1
94.0,Pass,8,0.9888729453086853,0.3844670292319711,0.01629806086308709,1
95.0,Pass,4,0.7146855592727661,0.4002473684001783,0.030741011746799204,1
96.0,Pass,2,0.9999545812606812,0.20284693927821645,0.03005703710797221,1
97.0,Pass,8,0.999998927116394,0.15371549349632002,0.009834945302307704,1
98.0,Pass,1,0.9998117089271545,0.09504029766546156,0.011745828932211252,1
99.0,Pass,6,0.998889148235321,0.23019011553659274,0.021802715815488163,1
100.0,Fail,3,0.8285925388336182,0.40972110481385376,0.029159304969266595,1
101.0,Fail,4,0.6746906042098999,0.44888058981112156,0.05377561469763226,1
102.0,Pass,1,0.9999978542327881,0.20655133581001106,0.01087950278431013,1
103.0,Fail,7,0.4895392656326294,0.4365924429261858,0.044797149322897994,1
104.0,Pass,3,0.9955541491508484,0.42389411316111136,0.04990598555786366,1
105.0,Pass,4,0.46345123648643494,0.48351944253412915,0.047164337669465234,1
106.0,Pass,7,0.9999600648880005,0.28169045431277606,0.028944355992445492,1
107.0,Pass,7,0.9999991655349731,0.2045629289011206,0.021694940231597418,1
108.0,Pass,4,0.956749439239502,0.4271085125796573,0.034656537257870185,1
109.0,Pass,7,0.9895040988922119,0.3148434511831731,0.02241409406254216,1
110.0,Pass,4,0.8289786577224731,0.4233236134784508,0.07451194717200396,1
111.0,Fail,4,0.9526689052581787,0.39953067919814594,0.04589716648123934,1
112.0,Pass,0,0.9999172687530518,0.3177756654958285,0.05326041033388157,1
113.0,Pass,9,0.9912461638450623,0.32167948288768095,0.026097874347331435,1
114.0,Pass,6,0.999263346195221,0.27969981850538395,0.02713853713923567,1
115.0,Pass,0,0.8826597929000854,0.3881091149394774,0.04744237594423098,1
116.0,Pass,5,0.9964472651481628,0.3300601084759012,0.03272513894052348,1
117.0,Pass,7,1,0.14785776795547367,0.012217169713599235,1
118.0,Pass,1,0.9999569654464722,0.19570623681528693,0.015049237276861555,1
119.0,Pass,6,0.9969044327735901,0.3744999195793754,0.024085212069895626,1
120.0,Pass,0,0.9535248279571533,0.30305261088745467,0.03525783068197455,1
121.0,Pass,7,0.999981164932251,0.21117089184424082,0.03270389200701203,1
122.0,Fail,6,0.9322259426116943,0.4351717495768289,0.08802916393147492,1
123.0,Fail,3,0.5298404097557068,0.4268762154667004,0.034302478182661966,1
124.0,Pass,5,0.5657674670219421,0.47667121744370056,0.0436450135465809,1
125.0,Pass,2,0.996980607509613,0.20450088030018543,0.03176960956666486,1
