ID,outcome,SUT,confidence,dsa,lsa,uniform
0.0,Fail,5,0.7799248695373535,0.3099365385711096,0.1507071986390905,1
1.0,Pass,0,0.999966025352478,0.2702629625053773,0.09413651613582347,1
2.0,Pass,8,0.9999229907989502,0.24102007435258174,0.15797643004439765,1
3.0,Pass,6,0.9963082075119019,0.22915677106882812,0.14766926159604205,1
4.0,Fail,9,0.9909329414367676,0.31601557019425575,0.27506674147839155,1
5.0,Pass,5,0.9999418258666992,0.273504365283036,0.12078203322361425,1
6.0,Pass,1,1,0.17864016346604186,0.20497975221085224,1
7.0,Pass,1,0.9999997615814209,0.21886461264220194,0.15920824951993495,1
8.0,Pass,0,0.9998621940612793,0.37000862309651894,0.24285347214705794,1
9.0,Pass,0,1,0.2297613087550339,0.23334775553719428,1
10.0,Fail,5,0.7185222506523132,0.33929983921583484,0.2323567141190232,1
11.0,Pass,9,0.9887612462043762,0.2560600085190434,0.1695482851688172,1
12.0,Pass,6,0.9886981844902039,0.3743165157167604,0.16984070013702585,1
13.0,Pass,1,0.9999512434005737,0.22998320553580884,0.27060354793099456,1
14.0,Fail,1,0.8815553188323975,0.19959684591447915,0.2505165471877578,1
15.0,Pass,7,1,0.2593102929919956,0.21592812942894396,1
16.0,Pass,9,0.5687999129295349,0.2302262561435474,0.20126059490624065,1
17.0,Pass,1,0.990251898765564,0.3089211548768549,0.21647404297426404,1
18.0,Pass,2,0.9258750677108765,0.1352372113870884,0.0767589052161256,1
19.0,Pass,1,0.9919652938842773,0.21591501619539175,0.1983009808807094,1
20.0,Fail,5,0.4133332669734955,0.48658605307908065,0.27797584593479735,1
21.0,Fail,4,0.5685939192771912,0.3258543669566739,0.17101362626453087,1
22.0,Pass,1,0.994950532913208,0.2189766842446406,0.250951124831504,1
23.0,Pass,3,0.9999421834945679,0.39933926739086767,0.19999224334104032,1
24.0,Pass,5,0.9282701015472412,0.30816173872892716,0.19900759992899747,1
25.0,Fail,0,0.841192901134491,0.349582429539803,0.2775652975661375,1
26.0,Pass,1,0.9999960660934448,0.17677473705150873,0.22759206437742568,1
27.0,Pass,0,0.9855750799179077,0.3045809387098076,0.11759433597756286,1
28.0,Fail,3,0.5380792021751404,0.30285855543001294,0.14536832979008385,1
29.0,Pass,3,0.7198863625526428,0.42668735921401446,0.18743794660651464,1
30.0,Fail,5,0.9970779418945312,0.2616763599780014,0.14265661540141134,1
31.0,Pass,2,0.9997890591621399,0.27366606621795764,0.09002877863147063,1
32.0,Fail,2,0.6480394601821899,0.3967737262646638,0.18470692872183553,1
33.0,Pass,7,0.9951565861701965,0.19434828400160867,0.3261521172322374,1
34.0,Pass,7,0.987614631652832,0.2826487257947088,0.22782638543794348,1
35.0,Pass,2,0.4446652829647064,0.32993087789437503,0.15732749723964973,1
36.0,Pass,3,0.9910520911216736,0.3348487994597391,0.13092834299092598,1
37.0,Fail,4,0.9801826477050781,0.3448004582330765,0.15185776549166718,1
38.0,Fail,0,0.9887007474899292,0.3787386847630966,0.31919452478074956,1
39.0,Fail,3,0.505671501159668,0.389165295832292,0.4647888413199554,1
40.0,Pass,4,0.9809653162956238,0.30017911228173144,0.36348396709973035,1
41.0,Pass,9,0.9952887296676636,0.19885288433236656,0.1511781461918374,1
42.0,Pass,7,0.8902212381362915,0.29995205704561045,0.1874749179223162,1
43.0,Pass,0,0.9925245642662048,0.19875443687610408,0.24612183949419614,1
44.0,Pass,0,0.9999526739120483,0.2358632206236667,0.142940933777297,1
45.0,Pass,7,0.9990493655204773,0.20118623256732646,0.19835073474604953,1
46.0,Pass,1,0.9816828966140747,0.2543501261733737,0.26727961055369304,1
47.0,Fail,7,0.9649336338043213,0.38339785155222883,0.21566360127292789,1
48.0,Pass,3,0.586424708366394,0.3579729899638039,0.2669919640198905,1
