ID,label,SUT,VAE,SAE,lsa
0.0,-0.373665106110275,-0.030926033854484600,6.11689869519318E+01,5.38526635120406E+01,0.717349436903280
1.0,-0.0653962884098291,-0.1499255895614620,5.77278229734028E+01,4.88220961055306E+01,2.4894953016660700
2.0,-0.160735441371799,-0.23603706061840100,5.53486134639304E+01,4.69105592839677E+01,3.041307015316200000
3.0,0.317896057851613,-0.23081831634044600,5.50141320802431E+01,4.72890321473044E+01,3.017594231249500000
4.0,0.19649308398366,-0.1422482579946520,5.52877113859952E+01,4.79695766109813E+01,2.4168772222146300
5.0,-0.341386346518993,-0.1778448522090910,5.47752443813266E+01,4.69216135420887E+01,2.7349106267458000
6.0,-0.0239574497565627,-0.20095275342464400,5.51771111187274E+01,4.68563001227789E+01,2.88010709439857000
7.0,-0.253813835419714,-0.19980289041996000,5.43881249539375E+01,4.56731614763981E+01,2.87411188353146000
8.0,0.302005162462592,-0.15057097375392900,5.3923966539825E+01,4.58170636204196E+01,2.4956183452580500
9.0,-0.382671960256994,-0.20011568069458000,5.30813543745554E+01,4.48624347408553E+01,2.87575240834607000
10.0,-0.0445358112454414,-0.25619837641716000,5.34255185131708E+01,4.53745860143774E+01,3.1406534669000600
11.0,0.295319217257202,-0.249644473195076,5.33843058747344E+01,4.53152373547222E+01,3.10670125580466000
12.0,-0.187628504261374,-0.22486647963523900,5.32630614705391E+01,4.55463229627098E+01,2.991077027088570000
13.0,-0.235088496655226,-0.18707773089408900,5.33332341973157E+01,4.56837802165742E+01,2.7997907677495200
14.0,-0.324478502571583,-0.056910593062639200,5.35789955898025E+01,4.60366381270545E+01,1.5020963791456200
15.0,-0.259755927883089,-0.0291642714291811,5.36874658026875E+01,4.58398582380946E+01,0.672366897213770
16.0,-0.135996666923165,0.05055002123117450,5.35238426633616E+01,4.57941474190895E+01,1.835499651895950
17.0,-0.246417278051376,0.006091495975852010,5.31490965985258E+01,4.55605868528677E+01,0.423568944591880
18.0,-0.00417953245341779,0.07510203123092650,5.27982211692671E+01,4.54453163311576E+01,2.4711488312864400
19.0,-0.0717142429202795,0.12761297821998600,5.2905124244606E+01,4.58024613699107E+01,2.74242664526069000
20.0,-0.0109193271026015,0.1408328115940090,5.30035371033709E+01,4.58087279996617E+01,2.7597503257651300
21.0,-0.290488004125655,0.1358872801065450,5.34404841299299E+01,4.62683529370352E+01,2.754291656697900
22.0,0.280798097513616,0.07986863702535630,5.33137999344882E+01,4.59919904598383E+01,2.5283680352866600
23.0,-0.00730608832091095,-0.09671638160943990,5.367557036593E+01,4.63882954742906E+01,2.0690230492709700
24.0,0.054001429490745,-0.06910832971334460,5.40203910344413E+01,4.66690367084964E+01,1.7863159661578200
25.0,-0.0361109904944897,0.020566649734973900,5.40443301860328E+01,4.6642257398222E+01,0.7244094689880200
26.0,0.091887172870338,0.029406948015093800,5.41261036071838E+01,4.65822038438553E+01,1.009562160579220
27.0,0.36143460534513,-0.17070822417736100,5.45300195873325E+01,4.65506125970242E+01,2.67815376841101000
28.0,0.0265875650569797,-0.04799500107765200,5.46574123079818E+01,4.67863083854342E+01,1.23269862123531
29.0,0.193329541757703,-0.2409362643957140,5.32025643209989E+01,4.68895662683839E+01,3.06416788712444000
30.0,0.17688310444355,-0.35448506474494900,5.24315493250558E+01,4.69197701192166E+01,3.6802788831638000
31.0,-0.222215628437698,-0.36416634917259200,5.2458281364317E+01,4.67966559658958E+01,3.7267058873574500
32.0,-0.128657217137516,-0.3394778072834020,5.26091348887796E+01,4.71023500623076E+01,3.610005237264400
33.0,0.181585834547877,-0.2655860185623170,5.28122683376602E+01,4.70270961343854E+01,3.19259372687821000
34.0,-0.2383296135813,-0.14286847412586200,5.30408811115137E+01,4.71757598386839E+01,2.4226978023590700
35.0,-0.182876561954618,-0.1938263475894930,5.33264446253778E+01,4.76363211510561E+01,2.84117395684092000
36.0,-0.218397068604827,-0.09443850815296170,5.33047014155488E+01,4.73446027724973E+01,2.0546439044560300
37.0,0.0534354530274868,0.02442745305597780,5.35317904376266E+01,4.76917049658703E+01,0.8407936814922
38.0,-0.138904266059399,-0.15386654436588300,5.28441976022608E+01,4.74894900198737E+01,2.5268118013734100
39.0,0.389985826052725,-0.2264319807291030,5.2364502109886E+01,4.73777012398017E+01,2.9980170321408800000
40.0,-0.0990123322233558,-0.06142042577266690,5.32053255033775E+01,4.80776960363891E+01,1.621205650463090
41.0,-0.116424615308642,-0.06251882761716840,5.18456644615954E+01,4.79696397815531E+01,1.6478462611412700
42.0,0.296584396064281,-0.09574567526578900,5.1709411438899E+01,4.90232634727067E+01,2.0629390640538100
43.0,-0.246252699568868,-0.10729563236236600,5.3191031441009E+01,4.90208916830772E+01,2.1351355855877600
44.0,0.351025518029928,-0.10771926492452600,5.43340470260125E+01,4.90325233958214E+01,2.1378810953269400
45.0,-0.158407429605722,-0.11641469597816500,5.39493905437082E+01,4.90857630454634E+01,2.1976579505410600
46.0,0.189574168622494,-0.0716279000043869,5.2714144271636E+01,4.90646675126435E+01,1.8295776008111100
47.0,-0.0245865367352963,-0.17137345671653700,5.32562112617414E+01,4.94515072300738E+01,2.6836720648016200
48.0,-0.1473513411358,-0.11552251130342500,5.32742258969252E+01,4.91277600856551E+01,2.1911918615710900
49.0,-0.158859466947615,-0.15390881896019000,5.14735747960637E+01,4.8266910366532E+01,2.5272111378018600
50.0,-0.184153610654175,-0.023326193913817400,5.22555565319434E+01,4.69987930104388E+01,0.5414807441397300
51.0,0.0989806083962321,-0.04062861204147340,5.20354276582702E+01,4.64276654959547E+01,0.9991394793074200
52.0,-0.245223304629326,-0.0007744489121250810,5.21195085065756E+01,4.60888681294712E+01,0.3630798582393900
53.0,0.175522996112704,-0.03787863254547120,5.15222508344431E+01,4.62277740088181E+01,0.9146176004577500
54.0,-0.0399316793307662,-0.10866110026836400,5.00956004675751E+01,4.54768137776593E+01,2.14403363548955
55.0,-0.031970134191215,-0.17001615464687300,4.98083372747157E+01,4.47429204079022E+01,2.6723660310036400
56.0,-0.107520465739071,-0.16046254336834000,4.94052603336717E+01,4.46981461964167E+01,2.5882342307110700
57.0,-0.307946600951254,-0.06639984250068670,4.98018170667513E+01,4.45464612752274E+01,1.733889428789320
58.0,-0.008216555044055,-0.11937658488750500,4.89337753291933E+01,4.46126863548505E+01,2.2197089675339700
59.0,0.080454489402473,-0.0332103930413723,4.93328971943004E+01,4.43044092386726E+01,0.7789755371953400
60.0,0.121060693450272,-0.044719066470861400,4.99205745077386E+01,4.47448654765501E+01,1.1284235074851000
61.0,0.0352403599768877,0.0376751571893692,4.97681535943643E+01,4.48685293296066E+01,1.3244904961654800
62.0,0.323462156206369,0.09641914069652560,4.98642907690205E+01,4.47640443709404E+01,2.6457232312067900
63.0,0.176023894362152,-0.06146135553717610,5.02698719742991E+01,4.51107353442589E+01,1.6222173883016300
64.0,0.132005844265223,-0.03451468423008920,5.10612222692142E+01,4.52568141312683E+01,0.8156683101502700
65.0,-0.23770522531122,-0.01016303151845930,5.12710753233655E+01,4.53708207186296E+01,0.3688579137775200
66.0,0.168770981952548,0.08165822923183440,5.07459587317119E+01,4.52650536509734E+01,2.5461600370052400
67.0,-0.158837950788438,-0.01148947887122630,5.07086573554606E+01,4.4232558891441E+01,0.3778016901725800
68.0,-0.254850535467267,0.14149458706378900,5.1532672948885E+01,4.43927596068678E+01,2.76041734573965000
69.0,-0.152874748408794,-0.0057801310904324100,5.10530518960117E+01,4.41708455709663E+01,0.3535099311319400
70.0,0.0796802015975118,-0.08558036386966710,5.14785979747219E+01,4.3656181513112E+01,1.9916096644151200
71.0,-0.121088012680411,-0.008154851384460930,5.16835279323378E+01,4.42519820725136E+01,0.3591013902526900
72.0,0.22882976680994,-0.16164849698543500,5.02580154644272E+01,4.42239614451758E+01,2.5990482424042200
73.0,-0.0231375949457288,-0.04078824445605280,4.86251948291846E+01,4.60339367220499E+01,1.0041212280991100
74.0,-0.337532845512033,-0.06316680461168290,4.87007036477208E+01,4.54171045090093E+01,1.6630994285372900
75.0,-0.346924703940749,-0.08925965428352360,4.70362076425127E+01,4.50260911708439E+01,2.0197530177628000
76.0,-0.141828945092857,-0.14248009026050600,4.57109706431397E+01,4.29843695637461E+01,2.4190518786441900
77.0,-0.00586290303617715,-0.16791954636573800,4.63624169397657E+01,4.3382500422545E+01,2.654552598300690
78.0,0.377604829333723,-0.13718180358409900,4.69184993185137E+01,4.42585125870253E+01,2.3699295228606100
79.0,0.283300495520234,-0.11336571723222700,4.74206687928317E+01,4.43268372446079E+01,2.1758911993571900
80.0,-0.109145560488105,-0.19127941131591800,4.83303086422114E+01,4.48771379675479E+01,2.8261190213529400
81.0,-0.16703457608819,-0.16981029510498000,4.88337172278276E+01,4.49017787355649E+01,2.6706354456589000
82.0,0.222385364025831,-0.11607670783996600,4.91768325642648E+01,4.48307645705475E+01,2.195199083455250
83.0,0.113678401894867,-0.16281144320964800,4.92975733734544E+01,4.55204428495142E+01,2.60956443811729000
