row ID,outcome,SUT,confidence,dsa,lsa,uniform
0.0,Pass,9,0.5834715366363525,0.7068034863891612,0.035601560868092,1
1.0,Pass,34,0.9999904632568359,0.6056656475337331,0.029412551483879716,1
2.0,Fail,11,0.7858777642250061,0.793077325863151,0.04584619938306731,1
3.0,Fail,63,0.5960180163383484,0.6982203862281744,0.048327785092436716,1
4.0,Fail,45,0.9312708973884583,0.6162342265472126,0.036818009350087576,1
5.0,Fail,62,0.8115548491477966,0.5879978921687449,0.0224943794104455,1
6.0,Pass,42,0.9999983310699463,0.5034318116931092,0.03409578834354229,1
7.0,Pass,20,0.9999967813491821,0.446018299574448,0.02492385279472003,1
8.0,Fail,10,0.33414480090141296,0.7416349189052894,0.055346821704829054,1
9.0,Pass,16,0.9999998807907104,0.41932858338583523,0.021984010057717836,1
10.0,Pass,97,1,0.4264418296221624,0.017881888575364074,1
11.0,Fail,33,0.7018325328826904,0.6616971462852339,0.03569451055638189,1
12.0,Fail,75,0.6111416816711426,0.6956441432757327,0.06002042190180055,1
13.0,Pass,71,0.66368567943573,0.7123962014561176,0.06322135257204997,1
14.0,Pass,31,0.9974990487098694,0.5756427371425629,0.029733409546752944,1
15.0,Fail,94,0.8777400255203247,0.7230035688754647,0.07957109532500417,1
16.0,Pass,36,0.999945878982544,0.5314111675370038,0.03126339936463841,1
17.0,Fail,38,0.7194688320159912,0.7331703222422726,0.0498622180527181,1
18.0,Fail,55,0.6110946536064148,0.6775554888031942,0.042043924298704495,1
19.0,Pass,52,0.6710845232009888,0.6012846531854646,0.024516271629596666,1
20.0,Pass,74,0.9902456998825073,0.6065130480433965,0.02526617511727898,1
21.0,Pass,39,1,0.4465222494914742,0.02589622463561294,1
22.0,Pass,45,0.9999523162841797,0.23590351497369316,0.008525069010912566,1
23.0,Pass,53,0.9999680519104004,0.5429844389639843,0.024400153782349616,1
24.0,Pass,26,0.827738881111145,0.8099850508542943,0.03893559706478809,1
25.0,Pass,30,0.9085389971733093,0.6612618779336138,0.01931617355797738,1
26.0,Fail,99,0.9993908405303955,0.6152796981911346,0.024769628671920334,1
27.0,Fail,53,0.43375834822654724,0.7551323433038211,0.06493100384839312,1
28.0,Fail,55,0.3808879554271698,0.6949199932464553,0.040535915714865804,1
29.0,Fail,45,0.8787568807601929,0.6514526022786542,0.04044094865384686,1
30.0,Fail,18,0.9131965637207031,0.5870436204063109,0.031245071635278586,1
31.0,Pass,20,0.9999984502792358,0.43329061334263,0.029515385470988705,1
32.0,Fail,63,0.5186413526535034,0.7624122471119957,0.042568132323227405,1
33.0,Fail,31,0.3776457905769348,0.697107026406394,0.043492399822809065,1
34.0,Pass,21,0.998883068561554,0.46969368192891364,0.024424835540225835,1
35.0,Pass,49,1,0.4726545587538718,0.021496793201111697,1
36.0,Fail,10,0.3188585638999939,0.77496934133609,0.05288860153656124,1
37.0,Pass,48,0.9999871253967285,0.65778541894643,0.04007218396623429,1
38.0,Fail,33,0.9458522200584412,0.5822566093818505,0.029522781018378123,1
